"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"e563f7dc-e529-45e0-b2f0-1a1a56bbdafe","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I have been using this app for 1 year now, and it's perfect for everything, be it building connections or fetching a job","4","0","4.1.990","2024-10-04 09:22:25","","","4.1.990"
"90b246f1-06b0-49a3-9059-f5684af48a1f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent","1","0","4.1.990","2024-10-04 09:14:48","","","4.1.990"
"83b5df1a-96f6-46d6-8a25-bde7a1109028","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","App is awesome regarding job purpose","5","0","4.1.987","2024-10-04 09:11:52","","","4.1.987"
"b7b6e009-a3b3-4b29-ab16-84a5d61299f7","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Not related job","1","0","","2024-10-04 09:06:49","","",""
"4b62fcd2-5fa7-439f-a119-e59da48466aa","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Not able to send messages","3","0","4.1.990","2024-10-04 08:52:48","","","4.1.990"
"3435c48b-f803-4183-a033-22c005c52028","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","4.1.987","2024-10-04 08:42:38","","","4.1.987"
"6ea00b10-0fc1-4ded-9e19-b283e60fa73a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Exceptional","5","0","4.1.989","2024-10-04 08:34:01","","","4.1.989"
"0b15e0f3-dc78-426e-8851-500a28c7faec","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","4.1.989","2024-10-04 08:33:02","","","4.1.989"
"6d873c4c-52b1-4b64-b839-b379c791802b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Logging in is a hassle","1","0","4.1.990","2024-10-04 08:26:44","","","4.1.990"
"0463e18d-0b4b-46d6-a01a-9923f4d8165e","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent","5","0","","2024-10-04 08:24:19","","",""
"9c15929c-fa02-480c-882a-3c9b53856ff6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Too expensive","2","0","4.1.989","2024-10-04 08:19:54","","","4.1.989"
"1f5445a1-cf4f-42f2-84bc-bdd814dc6d7b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Business empowerment: CDS","5","0","4.1.990","2024-10-04 08:05:09","","","4.1.990"
"44f2afd8-2a85-47ab-a7a8-5458ef7b94da","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","it's good","5","0","","2024-10-04 08:03:42","","",""
"6337b55e-bf50-4443-aff0-783acd0d1c75","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I just got it I'm still getting around it to explore and get aquented.","2","0","","2024-10-04 07:57:48","","",""
"7b168445-f793-49fc-97fa-b9079a68cca8","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","G A","5","0","4.1.989","2024-10-04 07:56:47","","","4.1.989"
"2031e8e7-26d6-4074-90d2-444d920de3a5","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Linkedin team, I have a very serious issue, your search algorithm isn't working from Morning, it is showing irrelevant results, it was working fine before, please check it's been very hard to work as an HR professional.","1","0","4.1.947","2024-10-04 07:54:44","Hi Alex! We appreciate your honest rating and regret the inconvenience caused. Your dissatisfaction is concerning to us, and We request you to please share your detailed feedback with us, so we can improve our application. Please don't hesitate to email us at : https://lnkd.in/gu4upfkp,Thanks -DY.","2024-08-18 08:53:22","4.1.947"
"71acf522-e0ea-4205-8fd3-b4d07f4a9b8c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very good thanks","5","0","4.1.990","2024-10-04 07:52:22","","","4.1.990"
"d22de0b4-d6d8-47ff-9721-188889d874a1","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","What is up with this security check ? I granted camera access, still it couldn't find the camera. I got logged out on the second day of creating id . And couldn't even enter because of the persona thing not working. How do I even proceed with this?","1","0","","2024-10-04 07:45:33","","",""
"2eb4475b-988d-4e37-923d-1e6d7f738bc6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very late information","1","0","4.1.985.1","2024-10-04 07:45:27","","","4.1.985.1"
"2bbe35c0-a3f8-492f-8fd3-eb4cc26df4f0","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Useless","1","0","4.1.989","2024-10-04 07:39:38","","","4.1.989"
"54872e07-b7ca-4c85-b144-7f989261244b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good app","4","0","4.1.966","2024-10-04 07:35:53","","","4.1.966"
"41bc5c29-0ecb-4130-aeef-68ed434374dd","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very nice Professionals Network App","5","0","4.1.989","2024-10-04 07:32:15","","","4.1.989"
"31c2ed23-4ccb-4253-ba32-621614c32323","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Hello hey world I'm Mr Wiseman Maphalala please help me show all my businesses and companies returns all my payments returns all my third party returns and resources and exchanges and many more around the worlds","5","0","","2024-10-04 07:18:56","","",""
"6ea4ff54-18d6-42cf-b8bb-d7763e18835a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","3rd Callas App","1","0","4.1.982.1","2024-10-04 07:13:54","","","4.1.982.1"
"af733a34-057c-410e-a087-8a69bd0c3da5","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Congratulations Sir.","5","0","1.0.0","2024-10-04 07:08:50","","","1.0.0"
"6db766bf-3a4d-4b1b-8596-badedcaab8f9","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Your first objective should be to make this application scam proof","4","0","4.1.990","2024-10-04 06:57:57","","","4.1.990"
"a9ba966e-58ae-43c8-bf1c-aada7056e1ac","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Efficient n effective","5","0","4.1.757","2024-10-04 06:57:37","","","4.1.757"
"bcf9a198-5d63-4fca-a9d6-ce7e56fa6e90","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","ok","5","0","4.1.503","2024-10-04 06:48:17","","","4.1.503"
"7f373d3a-0f4d-4ce1-96e5-43dcb4a23561","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Using very recently and very rare. Tqvm","4","0","4.1.987","2024-10-04 06:47:31","","","4.1.987"
"9aeaaef8-9a4f-4674-bebc-e4ffe126343b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent","5","0","4.1.977.1","2024-10-04 06:44:23","","","4.1.977.1"
"da70242a-7699-4132-95e5-eb9ecb5ee614","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good app","5","0","4.1.987","2024-10-04 06:16:37","","","4.1.987"
"726f9faa-2d31-498a-9916-0a4b7651f93b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","4.1.690.2","2024-10-04 06:14:51","","","4.1.690.2"
"fb9cb8e1-c63f-4145-ae3d-1f995bee6cb8","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Important & Informative.","5","2","4.1.989","2024-10-04 06:07:52","","","4.1.989"
"4a251946-f142-4502-b929-469e3df2b64d","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great functionality","5","0","4.1.987","2024-10-04 06:05:43","","","4.1.987"
"e3742576-4a1b-4583-8da2-cdade6fb3ee7","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","useful","5","0","4.1.989","2024-10-04 05:59:15","","","4.1.989"
"25a6225e-8b19-4dda-aa10-2dfd906ec6e1","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Learn more for the future of the journey","5","0","4.1.985","2024-10-04 05:55:18","","","4.1.985"
"c85271ad-64e4-4c83-87ce-6b3f01b273f7","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good ones","5","0","4.1.989","2024-10-04 05:51:20","","","4.1.989"
"0196e590-ae5e-4913-af9a-a0c8e4effc7d","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","This app is impressive and best for serious elites. I love it.","5","0","4.1.980","2024-10-04 05:44:56","","","4.1.980"
"e361a723-d512-462e-8b39-4eacf1d0b972","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good experience except the following issue: when I click on a link in post, and hit back button it's supposed to return to the current post that has the link, but it doesn't do that, instead, it refresh the whole app and I lost the post.","2","41","4.1.990","2024-10-04 05:29:53","We are so happy to see you like the app and platform! We'd like to take a closer look at this for you. Can you please send us an email with your details here: https://lnkd.in/GP . We will investigate further. Thanks for being part of the LinkedIn community. Thanks. -SS","2022-12-21 09:52:58","4.1.990"
"cf844a66-e415-4a08-96dd-d9f84f5c396e","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","The apps not working well, when I use the apps someone bypass the mobile apps, those dumb morons the company is awkward be cause of those immature staff that they just wanted to access and never to return the setting s on right position, like the call center Industry -Sagility / Bluecross Idaho","5","0","4.1.987","2024-10-04 05:24:48","","","4.1.987"
"3b3e8cdc-3685-4edb-9eea-0f7d51846dfd","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Vikash singh","5","0","","2024-10-04 05:24:09","","",""
"5a98508a-b373-4635-8120-26aedbb44743","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very Informative app","5","0","4.1.989","2024-10-04 05:12:10","","","4.1.989"
"d3d18c08-2207-4f37-8c9b-732bf8cb306a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","It is a very good application, hope it is beneficial for me.","5","0","4.1.990","2024-10-04 05:00:44","","","4.1.990"
"d4715497-4d08-404f-b667-4bcf3a608019","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","নাইস","1","0","","2024-10-04 04:49:54","","",""
"a81a2bd3-0fb5-45a3-a484-f94c82e398ca","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Nice","5","0","4.1.990","2024-10-04 04:44:45","","","4.1.990"
"6a536d66-2911-47f6-9872-bf7d02136e6d","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","beautiful","5","0","","2024-10-04 04:31:10","","",""
"702248c6-4f34-473f-acd5-994080a5f990","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Why show this app","1","0","","2024-10-04 04:22:10","","",""
"b213f936-575d-4a0b-9f78-220d38e6a703","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Incredible","5","0","4.1.989","2024-10-04 03:51:45","","","4.1.989"
"47f9bf12-ce34-479b-b31f-ace28916d2cb","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","","2024-10-04 02:53:13","","",""
"93014e5e-412d-4a53-8eaa-d385ee72b204","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Fine!","5","0","","2024-10-04 02:36:38","","",""
"ac5a3383-dd37-4e10-a9a9-8fab9cdef693","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","In mobile browser you can't use linkedin. Seems like its intentionally done. I don't want to install it on mobile and can't use it in browser, so its of no use. Also Linkedin is became instagram now ! Its not for professionals anymore.","1","1","4.1.990","2024-10-04 02:35:43","","","4.1.990"
"42ce61c4-61b9-4219-b96b-85d24dd7e841","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent","5","0","4.1.989","2024-10-04 02:18:42","","","4.1.989"
"5f78eb01-7521-4050-b587-65a7a05e3e18","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","It had been a night i woukd like to carry with me for a good bit, anf feel this new sboe sizze in and out ..... H.mmm","5","0","","2024-10-04 02:13:16","","",""
"794b15b1-b804-4482-a32c-2c97b6461f66","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","School","5","0","4.1.989","2024-10-04 01:48:33","","","4.1.989"
